report_index,category,is_synthetic,synthetic_id,file_name,size,md5,sha1,sha256,app_name,package_name,main_activity,target_sdk,min_sdk,max_sdk,android_version_name,android_version_code,security_score,risk_level,grade,trackers_detection,findings_high,findings_medium,findings_info,findings_secure,findings_hotspot,activities,services,receivers,providers,exported_activities,exported_services,exported_receivers,exported_providers,binary_signed,v1_signature,v2_signature,v3_signature,v4_signature,cert_subject,cert_issuer,cert_valid_from,cert_valid_to,cert_analysis_high,cert_analysis_warning,cert_analysis_info,manifest_high,manifest_warning,manifest_info,manifest_suppressed,permissions_total,permissions_dangerous,dangerous_permissions_list,all_permissions_list,malware_permission_matches,other_common_permission_matches,has_anti_vm_code,has_anti_debug_code,has_anti_root_code,has_obfuscator,has_dexmerge_manipulation,signed_with_debug_cert,janus_vulnerable
9303,banking_apk_scams,True,SYN-009303,79c1de19db3af8159c0ba5b7266e04f3f43ce4e91f68b480d661bd958787e8a6.apk,8.06MB,553f74b0dcce011066e306c8da5d6497,c4082e90b16e5dc409773b7c8bdd001cb8fbbf66,79c1de19db3af8159c0ba5b7266e04f3f43ce4e91f68b480d661bd958787e8a6,PrimeCredit Go,org.labs.iznjjkvna,org.labs.iznjjkvna.MainActivity,19,9,,8.7.41,92755,59,MEDIUM RISK,B,0/432,2,5,1,2,1,24,0,11,7,8,0,6,6,True,False,True,True,False,"C=US, O=labs, CN=PrimeCredit Go","C=US, O=labs, CN=PrimeCredit Go",2017-11-09 00:00:00+00:00,2044-11-01 00:00:00+00:00,1,0,0,0,7,0,0,8,7,android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_SMS,android.permission.CHANGE_CONFIGURATION;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_SMS,7/25,1/44,False,True,True,False,False,False,False
9304,banking_apk_scams,True,SYN-009304,7a1a5b136fd1efdd378609f723ac6bdb021311954fbca6dabbb8b2a36c869a52.apk,21.21MB,f2db3d91fb161367277548a36876f159,4de5c6addcd523f7418fe2ea1787d34713667809,7a1a5b136fd1efdd378609f723ac6bdb021311954fbca6dabbb8b2a36c869a52,TrustLoan Go,net.systems.awblzvsqye,net.systems.awblzvsqye.MainActivity,32,18,,1.3.32,7915081,61,LOW RISK,A,5/300,0,2,1,2,0,19,1,10,1,9,0,2,0,True,False,True,False,False,"C=US, O=AppDev, CN=TrustLoan Go","C=US, O=AppDev, CN=TrustLoan Go",2017-12-28 00:00:00+00:00,2045-12-15 00:00:00+00:00,3,2,1,0,5,1,0,10,5,android.permission.ACCESS_FINE_LOCATION;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.READ_PHONE_STATE;android.permission.READ_SMS,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.REORDER_TASKS;android.permission.SET_WALLPAPER;android.permission.USE_BIOMETRIC,5/25,5/44,False,False,False,False,False,False,False
9305,banking_apk_scams,True,SYN-009305,f3f968f8bec1e50e01099ed5153160e1850406027c61cf3b090ce071d6f321d4.apk,44.71MB,9d7de2ce4b732e7af30a0dad7d156852,08f31069fb066bde77da394e213d4b8a3ff634f2,f3f968f8bec1e50e01099ed5153160e1850406027c61cf3b090ce071d6f321d4,DirectTransfer Hub,org.apps.wsbykz,org.apps.wsbykz.MainActivity,21,18,,6.8.73,8019588,57,MEDIUM RISK,B,,1,6,0,0,1,9,2,6,3,7,0,3,0,True,True,True,False,False,"C=US, O=Android, CN=DirectTransfer Hub","C=US, O=Android, CN=DirectTransfer Hub",2017-04-27 00:00:00+00:00,2027-05-13 00:00:00+00:00,3,0,2,0,0,1,0,5,3,android.permission.BIND_DEVICE_ADMIN;android.permission.DISABLE_KEYGUARD;android.permission.REQUEST_INSTALL_PACKAGES,android.permission.BIND_DEVICE_ADMIN;android.permission.CHANGE_CONFIGURATION;android.permission.DISABLE_KEYGUARD;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.VIBRATE,3/25,2/44,False,False,True,False,False,False,False
9306,banking_apk_scams,True,SYN-009306,36319c85b7139673d1e988bc0b25c874424e1c540f7df53d2dc6e55b64591054.apk,65.45MB,16ddc8b1dce5056792968d20231a9e54,9eaf41b97cd9d7d0167086738e5ec35e57bea6cd,36319c85b7139673d1e988bc0b25c874424e1c540f7df53d2dc6e55b64591054,EasyBanking App,info.digital.draqkqy,info.digital.draqkqy.MainActivity,35,18,,8.3.87,1289420,48,MEDIUM RISK,C,,0,8,1,3,3,10,11,12,8,2,0,8,1,True,False,False,False,False,"C=US, O=MyCompany, CN=EasyBanking App","C=US, O=MyCompany, CN=EasyBanking App",2015-09-22 00:00:00+00:00,2032-03-16 00:00:00+00:00,0,2,1,1,2,1,0,9,3,android.permission.BIND_DEVICE_ADMIN;android.permission.RECORD_AUDIO;android.permission.WRITE_CALL_LOG,android.permission.ACCESS_WIFI_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.EXPAND_STATUS_BAR;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.READ_SYNC_SETTINGS;android.permission.RECORD_AUDIO;android.permission.REORDER_TASKS;android.permission.USE_EXACT_ALARM;android.permission.WRITE_CALL_LOG,3/25,6/44,True,True,False,False,False,False,False
9307,banking_apk_scams,True,SYN-009307,b9405b5fcbacfbacf09969d4e5f7032957af0c56e6657599715ccb73937b6ef9.apk,39.29MB,d0693944f421bfacdeb064ad293dcd7a,157dae373a04f7084091e51bd281073bfba76527,b9405b5fcbacfbacf09969d4e5f7032957af0c56e6657599715ccb73937b6ef9,,xyz.team.mzpmoh,xyz.team.mzpmoh.MainActivity,17,10,,9.2.15,4772469,22,HIGH RISK,D,,4,8,0,2,2,13,7,3,5,8,2,1,4,True,False,True,False,False,"C=US, O=AppDev, CN=Release Key","C=US, O=AppDev, CN=Release Key",2023-10-23 00:00:00+00:00,2048-11-17 00:00:00+00:00,3,1,1,4,5,0,0,13,7,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.SEND_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.INTERNET;android.permission.READ_MEDIA_IMAGES;android.permission.READ_PHONE_NUMBERS;android.permission.RESTART_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,7/25,6/44,False,False,True,False,False,False,True
9308,banking_apk_scams,True,SYN-009308,f6b15b1d3fc3b4cee32e818cd27750f6f07affff41582402b804328d518809de.apk,13.48MB,91d15cb25e4fe33e47e2f3a2c5ec1a7b,b316990fdb6e9f6b70c5c041a18c333aa0adba4b,f6b15b1d3fc3b4cee32e818cd27750f6f07affff41582402b804328d518809de,MyWallet Plus,info.labs.vbjcxjuikz,info.labs.vbjcxjuikz.MainActivity,33,21,,4.7.45,5277321,35,HIGH RISK,C,,2,5,1,2,0,1,9,10,0,1,9,6,0,True,False,True,True,False,"C=US, O=Unknown, CN=MyWallet Plus","C=US, O=Unknown, CN=MyWallet Plus",2011-11-08 00:00:00+00:00,2038-10-09 00:00:00+00:00,0,0,2,0,4,0,0,15,5,android.permission.ACCESS_COARSE_LOCATION;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.ACCESS_NETWORK_STATE;android.permission.CHANGE_NETWORK_STATE;android.permission.FOREGROUND_SERVICE;android.permission.PERSISTENT_ACTIVITY;android.permission.POST_NOTIFICATIONS;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.USE_BIOMETRIC;android.permission.USE_CREDENTIALS;android.permission.USE_FINGERPRINT;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS;com.google.android.gms.permission.AD_ID,5/25,10/44,True,True,True,True,False,False,False
9309,banking_apk_scams,True,SYN-009309,262415be541f2a63e2e8edacb682c9d9e45f267109b17325fd357d2e79e70c1b.apk,41.07MB,e223fb0f67b12ebc0f5f178327f6dfb0,7baff6a16a4e79d4d7bce52341de03169431825f,262415be541f2a63e2e8edacb682c9d9e45f267109b17325fd357d2e79e70c1b,SecureTransfer Now,info.labs.lisnipgatg,info.labs.lisnipgatg.MainActivity,28,12,,2.5.12,311599,45,MEDIUM RISK,C,0/400,0,5,3,3,2,17,15,14,1,8,10,8,0,True,False,True,True,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2010-07-17 00:00:00+00:00,2043-05-28 00:00:00+00:00,3,1,1,0,3,1,0,11,4,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.WRITE_CALL_LOG;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CHANGE_WIFI_STATE;android.permission.FOREGROUND_SERVICE;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_MEDIA_AUDIO;android.permission.WAKE_LOCK;android.permission.WRITE_CALL_LOG;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,4/25,7/44,False,False,False,False,False,True,False
9310,banking_apk_scams,True,SYN-009310,6557aa147aef64b6970fdd3d71116d6549d283348c7b60beb4d07fb1606e7d09.apk,16.4MB,f00726ca15cd60b9cebf49b2f55490df,817b62dc31a1a6075f84246c0f84495b5667bf49,6557aa147aef64b6970fdd3d71116d6549d283348c7b60beb4d07fb1606e7d09,SafeSave Connect,com.systems.egxylb,com.systems.egxylb.MainActivity,21,8,,3.3.54,5402892,77,LOW RISK,A,,0,0,0,2,1,17,11,8,8,12,6,0,3,True,False,True,False,False,"C=US, O=MyCompany, CN=SafeSave Connect","C=US, O=MyCompany, CN=SafeSave Connect",2012-11-22 00:00:00+00:00,2025-01-03 00:00:00+00:00,3,2,1,0,8,0,0,7,2,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.RECEIVE_SMS,android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.INTERNET;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.READ_MEDIA_IMAGES;android.permission.RECEIVE_SMS;android.permission.REORDER_TASKS,2/25,5/44,True,False,False,False,False,False,False
9311,banking_apk_scams,True,SYN-009311,f572d9cfa10ed7b2269ca033e525a0ee5fa8aa474e2d02617c4cafe0ad7dc370.apk,53.01MB,b749182f9ffb035dda0863b962a06128,21e09c48ba42fad02674a14c332e11b8e8d6a530,f572d9cfa10ed7b2269ca033e525a0ee5fa8aa474e2d02617c4cafe0ad7dc370,SafeTransfer Pro,net.services.faxco,net.services.faxco.MainActivity,16,8,,1.4.75,4246846,53,MEDIUM RISK,C,3/450,3,4,3,1,2,12,1,11,4,7,0,2,4,True,True,True,False,False,"C=US, O=services, CN=SafeTransfer Pro","C=US, O=services, CN=SafeTransfer Pro",2013-02-07 00:00:00+00:00,2034-11-14 00:00:00+00:00,0,1,2,2,1,2,0,13,1,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_WIFI_STATE;android.permission.BLUETOOTH;android.permission.BLUETOOTH_ADMIN;android.permission.CHANGE_CONFIGURATION;android.permission.CHANGE_WIFI_STATE;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REORDER_TASKS;android.permission.RESTART_PACKAGES;com.google.android.c2dm.permission.RECEIVE;com.google.android.gms.permission.AD_ID,1/25,12/44,False,False,False,False,False,False,False
9312,banking_apk_scams,True,SYN-009312,5d7395e0702000573d7ffd09b54654085d1c3970c6ae7a8c5371f180ade1512d.apk,44.02MB,c03c2c560db3c25ce5c23dddf53752d1,cb62341d5856d1d696548896b306fa11a41e1658,5d7395e0702000573d7ffd09b54654085d1c3970c6ae7a8c5371f180ade1512d,UnitedUPI Connect,app.tech.bvdnsc,app.tech.bvdnsc.MainActivity,27,16,,3.4.63,3127990,29,HIGH RISK,D,,1,4,0,2,3,16,11,11,3,12,5,6,3,True,False,False,True,False,"C=US, O=Unknown, CN=UnitedUPI Connect","C=US, O=Unknown, CN=UnitedUPI Connect",2014-08-13 00:00:00+00:00,2027-09-10 00:00:00+00:00,0,0,2,2,8,2,0,15,7,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CAMERA;android.permission.READ_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CAMERA;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_ACCOUNTS;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_MEDIA_IMAGES;android.permission.READ_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.VIBRATE;android.permission.WAKE_LOCK;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,7/25,8/44,False,False,False,False,False,False,True
9313,banking_apk_scams,True,SYN-009313,c80fd168fd7cd578ae4ca47beb8b364eb398ac7e93b8e741ac9adba7a754798a.apk,70.28MB,cc0bba5010b58ada35b1d455254df065,77b2d5c249d07200038e6314445048c40c963a24,c80fd168fd7cd578ae4ca47beb8b364eb398ac7e93b8e741ac9adba7a754798a,RapidCash Online,net.apps.ljxrhn,net.apps.ljxrhn.MainActivity,17,16,,7.3.76,876596,57,MEDIUM RISK,C,8/350,0,1,3,2,1,23,9,7,8,15,2,4,0,True,False,True,False,False,"C=US, O=Android, CN=RapidCash Online","C=US, O=Android, CN=RapidCash Online",2016-09-16 00:00:00+00:00,2051-02-02 00:00:00+00:00,3,0,2,0,8,2,0,10,6,android.permission.ACCESS_FINE_LOCATION;android.permission.CAMERA;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_SETTINGS,android.permission.ACCESS_FINE_LOCATION;android.permission.BLUETOOTH;android.permission.CAMERA;android.permission.CHANGE_WIFI_STATE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.VIBRATE;android.permission.WRITE_SETTINGS,6/25,4/44,False,True,False,False,False,False,False
9314,banking_apk_scams,True,SYN-009314,3f27e57e3fd80e019fe3be20a5116f3317787523fda32fef22e87494779f6a06.apk,56.63MB,21b888de65d626d9e185e410734aadc3,7b2215570f35510a067ed7368b6b3fcfa060e1c7,3f27e57e3fd80e019fe3be20a5116f3317787523fda32fef22e87494779f6a06,DirectBank Online,xyz.tech.zbljg,xyz.tech.zbljg.MainActivity,17,11,,3.0.89,2243208,74,LOW RISK,B,5/400,0,1,0,1,0,11,0,2,8,0,0,2,7,True,True,False,True,False,"C=US, O=MyCompany, CN=DirectBank Online","C=US, O=MyCompany, CN=DirectBank Online",2019-03-26 00:00:00+00:00,2044-02-17 00:00:00+00:00,0,2,0,0,7,0,0,6,2,android.permission.WRITE_CONTACTS;android.permission.WRITE_SMS,android.permission.BLUETOOTH;android.permission.CHANGE_CONFIGURATION;android.permission.READ_MEDIA_VIDEO;android.permission.WRITE_CONTACTS;android.permission.WRITE_SMS;com.google.android.c2dm.permission.RECEIVE,2/25,4/44,False,False,False,False,False,False,False
9315,banking_apk_scams,True,SYN-009315,b0bfabc9eabb7ad1abd5fdc3508b031de151aeb705784b6c37ddf1a0bb024856.apk,74.35MB,387eab6876504f1ca4497a89450862eb,bd9bd849a4334c4b77ad690609f74fb762e7cbe4,b0bfabc9eabb7ad1abd5fdc3508b031de151aeb705784b6c37ddf1a0bb024856,DirectFinance Online,app.tech.ggserhv,app.tech.ggserhv.MainActivity,17,14,,1.3.5,2483569,54,MEDIUM RISK,B,,1,1,2,2,3,5,12,10,5,4,1,0,3,True,True,False,True,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2017-04-17 00:00:00+00:00,2026-08-17 00:00:00+00:00,0,0,0,2,7,0,0,8,3,android.permission.CALL_PHONE;android.permission.READ_CONTACTS;android.permission.READ_SMS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.CALL_PHONE;android.permission.INTERACT_ACROSS_USERS;android.permission.PERSISTENT_ACTIVITY;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.READ_SYNC_SETTINGS,3/25,5/44,False,False,False,False,False,True,False
9316,banking_apk_scams,True,SYN-009316,b03cff2b42a976fc6bb5be5b4955041b66b6cb17055ea68b96194d1c25fe4a3f.apk,60.19MB,201d271fa0a63a2cfb82738dba5dc7e1,f7adf6746f032061a40d372d94f8569e3e1ebc7f,b03cff2b42a976fc6bb5be5b4955041b66b6cb17055ea68b96194d1c25fe4a3f,TrustWallet Go,xyz.group.taqoyrysk,xyz.group.taqoyrysk.MainActivity,18,8,,2.2.2,4779875,51,MEDIUM RISK,B,,1,7,2,0,3,8,15,1,7,3,13,1,3,True,False,False,False,False,"C=US, O=Android, CN=TrustWallet Go","C=US, O=Android, CN=TrustWallet Go",2021-02-08 00:00:00+00:00,2038-04-11 00:00:00+00:00,0,1,0,0,2,2,0,10,6,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_SMS;android.permission.SEND_SMS;android.permission.WRITE_CALL_LOG,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH_ADMIN;android.permission.INTERACT_ACROSS_USERS;android.permission.NFC;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_SMS;android.permission.SEND_SMS;android.permission.USE_EXACT_ALARM;android.permission.WRITE_CALL_LOG,6/25,4/44,False,True,False,False,False,False,False
9317,banking_apk_scams,True,SYN-009317,3334797f7d7f680895a1e9fc68c318a3d92fb33e957ea8ddd4ea4db403044ea9.apk,70.3MB,b716c262e466597b4ba3dea81fd28d9c,6e2f8023ae2ba7bb19770291688ae273aac4ffe7,3334797f7d7f680895a1e9fc68c318a3d92fb33e957ea8ddd4ea4db403044ea9,PrimeRemit Connect,info.systems.reiwkd,info.systems.reiwkd.MainActivity,30,13,,8.0.66,6471352,28,HIGH RISK,C,,4,7,2,0,1,9,8,11,8,5,4,10,1,True,False,False,False,False,"C=US, O=MyCompany, CN=PrimeRemit Connect","C=US, O=MyCompany, CN=PrimeRemit Connect",2014-02-22 00:00:00+00:00,2035-12-25 00:00:00+00:00,0,2,0,1,6,1,0,19,9,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.READ_CALL_LOG;android.permission.READ_SMS;android.permission.SEND_SMS;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH_ADMIN;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.MANAGE_ACCOUNTS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.PERSISTENT_ACTIVITY;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_VIDEO;android.permission.READ_SMS;android.permission.REORDER_TASKS;android.permission.SEND_SMS;android.permission.USE_CREDENTIALS;android.permission.WRITE_SMS;com.google.android.c2dm.permission.RECEIVE,9/25,10/44,True,False,False,False,False,False,False
9318,banking_apk_scams,True,SYN-009318,dbdae838c2103ec49976776d8dd79f4ff342776e7d942a8ec87c6262f42fede5.apk,0.56MB,c35bfc8c030cb255b69dbba6d94aa7e7,ccb56f83f1e51eca7fc5d16566c5075169241d06,dbdae838c2103ec49976776d8dd79f4ff342776e7d942a8ec87c6262f42fede5,TrustWallet Hub,org.soft.mpauqbposn,org.soft.mpauqbposn.MainActivity,33,14,,5.5.33,1418807,37,HIGH RISK,C,,5,7,2,0,1,2,12,12,0,1,11,8,0,True,True,True,True,False,"C=US, O=soft, CN=Android Debug","C=US, O=soft, CN=Android Debug",2012-06-19 00:00:00+00:00,2054-05-06 00:00:00+00:00,1,1,2,1,2,1,0,16,10,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.DISABLE_KEYGUARD;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.CHANGE_NETWORK_STATE;android.permission.DISABLE_KEYGUARD;android.permission.FOREGROUND_SERVICE;android.permission.GET_TASKS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_MEDIA_IMAGES;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RESTART_PACKAGES;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE,10/25,6/44,False,False,False,False,False,True,False
9319,banking_apk_scams,True,SYN-009319,c33017f530d587aa6fc410671c5e46ec1e3458258e364d0cfdd3015c0803260c.apk,34.51MB,e33ae903ad734b721d5e1c4fdf5936ce,3e968b2e773f3cebbad5e77e7f3c33be3ce4a505,c33017f530d587aa6fc410671c5e46ec1e3458258e364d0cfdd3015c0803260c,DirectRemit Lite,xyz.digital.tdjry,xyz.digital.tdjry.MainActivity,24,19,,6.3.11,6557426,24,HIGH RISK,C,6/400,4,6,1,1,0,7,4,7,4,2,1,0,2,True,True,True,True,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2019-10-03 00:00:00+00:00,2031-11-02 00:00:00+00:00,3,1,0,0,6,0,0,15,9,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CALL_LOG;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.MANAGE_ACCOUNTS;android.permission.NFC;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_SYNC_SETTINGS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CALL_LOG;android.permission.WRITE_SMS,9/25,6/44,True,True,True,False,False,True,True
9320,banking_apk_scams,True,SYN-009320,791920167531b6b094d459368fb9857dc8678c193b77abd7bd10825bb72434e5.apk,45.33MB,287046cbdfba849cbf07cbe3ccaa6dfc,b31716fd5d4255f000e7cf9aa5a2aa106f0be0e2,791920167531b6b094d459368fb9857dc8678c193b77abd7bd10825bb72434e5,InstantMoney Pro,app.services.shrzx,app.services.shrzx.MainActivity,30,8,,2.3.79,446146,22,HIGH RISK,C,,3,10,2,1,0,8,15,7,8,6,6,2,3,True,True,True,True,False,"C=US, O=MyCompany, CN=InstantMoney Pro","C=US, O=MyCompany, CN=InstantMoney Pro",2022-11-16 00:00:00+00:00,2041-08-05 00:00:00+00:00,0,2,2,0,3,2,0,10,7,android.permission.ACCESS_COARSE_LOCATION;android.permission.DISABLE_KEYGUARD;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.DISABLE_KEYGUARD;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RESTART_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CALL_LOG,7/25,3/44,True,False,False,False,False,False,True
9321,banking_apk_scams,True,SYN-009321,2eb953d4b77f4b273dd2dd3bb3e56fb0da34869bf367966a0be5863da01c159b.apk,51.38MB,5003b56de25237821782dc07d49b556e,15991bfe19ef89d7de99ca2cf0174f7392163831,2eb953d4b77f4b273dd2dd3bb3e56fb0da34869bf367966a0be5863da01c159b,UnitedPay Plus,xyz.mobile.cozduraqhb,xyz.mobile.cozduraqhb.MainActivity,17,15,,3.1.65,5173709,20,HIGH RISK,D,,3,11,2,1,0,14,12,11,6,8,0,6,1,True,True,True,True,False,"C=US, O=Android, CN=Android Debug","C=US, O=Android, CN=Android Debug",2015-06-19 00:00:00+00:00,2048-09-20 00:00:00+00:00,3,2,2,2,8,1,0,21,9,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.EXPAND_STATUS_BAR;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.REORDER_TASKS;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SET_WALLPAPER;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.c2dm.permission.RECEIVE;com.google.android.gms.permission.AD_ID,9/25,12/44,True,False,True,False,False,True,False
